year,sex,value,note,lid
1997,3,3.199500791265852,,49
1998,1,3.471332758571477,,49
1998,2,2.602317888026118,,49
1998,3,3.04850710277238,,49
1999,1,3.341455747599253,,49
1999,2,2.455473315387535,,49
1999,3,2.910205275161282,,49
2000,1,3.221738740249891,,49
2000,2,2.322256288789126,,49
2000,3,2.784031063130743,,49
2001,1,3.110897915570399,,49
2001,2,2.201343579577797,,49
2001,3,2.668790806666488,,49
2002,1,3.014043620061857,,49
2002,2,2.09492510439202,,49
2002,3,2.567900631335718,,49
2003,1,2.929642760586826,,49
2003,2,2.00103774699123,,49
2003,3,2.479437850418487,,49
2004,1,2.860860769250961,,49
2004,2,1.921132085058952,,49
2004,3,2.405690767405932,,49
2005,1,2.804836783149023,,49
2005,2,1.851126883909537,,49
2005,3,2.343168626259939,,49
2006,1,2.759098003654814,,49
2006,2,1.789116528509549,,49
2006,3,2.289587284540318,,49
2007,1,2.726509468864546,,49
2007,2,1.735821190620879,,49
2007,3,2.246714754834955,,49
2008,1,2.710524802769898,,49
2008,2,1.695306454991719,,49
2008,3,2.218335429915563,,49
2009,1,2.696296859641345,,49
2009,2,1.649637424632311,,49
2009,3,2.188278800038246,,49
2010,1,2.694342762905033,,49
2010,2,1.616950086007263,,49
2010,3,2.170889715399693,,49
2011,1,2.706139460444512,,49
2011,2,1.595967072393956,,49
2011,3,2.166248590391384,,49
2012,1,2.680496317455927,,49
2012,2,1.55630733809109,,49
2012,3,2.133345990733337,,49
2013,1,2.690516732852255,,49
2013,2,1.549565851695189,,49
2013,3,2.134674588451402,,49
2014,1,2.635165186513522,,49
2014,2,1.508506509876884,,49
2014,3,2.085578025674772,,49
2015,1,2.606326117433722,,49
2015,2,1.495142893913615,,49
2015,3,2.063554981806992,,49
2016,1,2.541218906006004,,49
2016,2,1.466916781229677,,49
2016,3,2.015822649737431,,49
2017,1,2.481647410813803,,49
2017,2,1.445082662261621,,49
2017,3,1.974428512569237,,49
2018,1,2.414318038787222,,49
2018,2,1.418833237407324,,49
2018,3,1.927361805353356,,49
2019,1,2.356616833956049,,49
2019,2,1.399705257625783,,49
2019,3,1.888990169036653,,49
2020,1,2.433712992390702,,49
2020,2,1.462188502134754,,49
2020,3,1.959511598832786,,49
2021,1,2.455755222697253,,49
2021,2,1.559201817227129,,49
2021,3,2.018430340202659,,49
2022,1,2.316703353269278,,49
2022,2,1.401836944889268,,49
2022,3,1.870566619865954,,49
2023,1,2.136528017864681,,49
2023,2,1.314349749065635,,49
2023,3,1.735542113555533,,49
1950,1,28.59185885841386,,50
1950,2,27.23592943631614,,50
1950,3,27.90908607338294,,50
1951,1,28.22865070977565,,50
1951,2,26.89863657996805,,50
1951,3,27.55756552188093,,50
1952,1,27.86985103947481,,50
1952,2,26.56660409573031,,50
