year,sex,value,ageg,lid,tercile,prospect,pop,pctile
2013,1,106.9383472204208,u20m,220,3,1,11637.402,88
2023,1,27.08352716770568,q5_19,220,3,0,11637.402,85
2023,2,22.43087254464626,nnm,220,3,0,11637.402,77
2009,3,12.07612800598145,hgap,220,3,0,11637.402,59
2023,2,63.12638521194458,u20m,220,3,2,11637.402,74
2023,2,13.31737922531861,q5_19,220,3,2,11637.402,66
2013,2,42.29268804192543,pnm,220,3,2,11637.402,85
2013,2,26.55511163175106,nnm,220,3,0,11637.402,85
2009,1,13.52098751068115,hgap,220,3,1,11637.402,69
2009,2,10.38114643096924,hgap,220,3,0,11637.402,44
2013,3,29.19549867510796,nnm,220,3,0,11637.402,89
2023,2,28.69404293596745,pnm,220,3,2,11637.402,75
2013,3,96.71919047832489,u20m,220,3,2,11637.402,86
2013,2,86.23681962490082,u20m,220,3,2,11637.402,82
2023,1,27.94246934354305,nnm,220,3,0,11637.402,87
2023,1,86.05175465345383,u20m,220,3,1,11637.402,82
2013,1,29.36212744098887,q5_19,220,3,0,11637.402,86
2013,3,46.04307562112808,pnm,220,3,2,11637.402,87
2013,1,31.77814558148384,nnm,220,3,0,11637.402,92
2019,2,9.786218643188477,hgap,220,3,0,11637.402,38
2013,2,19.85690737100554,q5_19,220,3,2,11637.402,78
2019,1,7.195072174072266,hgap,162,1,0,9686.464999999997,21
2023,2,1.734407059900245,q5_19,162,1,0,9686.464999999997,9
2022,2,115.25238,math,162,1,0,9686.464999999997,50
2023,1,2.292798133566976,nnm,162,1,2,9686.464999999997,17
2013,3,8.330080658197403,u20m,162,1,2,9686.464999999997,23
2023,3,6.128443870693445,u20m,162,1,2,9686.464999999997,16
2019,2,7.814956188201904,hgap,162,1,0,9686.464999999997,24
2023,2,1.756722573190928,nnm,162,1,2,9686.464999999997,10
2023,2,5.094187334179878,u20m,162,1,2,9686.464999999997,9
2012,3,103.54898,math,162,1,0,9686.464999999997,41
2023,3,2.285427368101778,q5_19,162,1,0,9686.464999999997,17
2013,3,2.516083648053224,q5_19,162,1,0,9686.464999999997,20
2013,3,3.241233294829726,nnm,162,1,2,9686.464999999997,27
2023,1,7.106896489858627,u20m,162,1,2,9686.464999999997,20
2009,2,8.339695930480957,hgap,162,1,0,9686.464999999997,28
2023,1,2.808163838471711,q5_19,162,1,0,9686.464999999997,22
2013,1,3.055335772563117,q5_19,162,1,0,9686.464999999997,25
2009,1,7.291285514831543,hgap,162,1,0,9686.464999999997,22
2023,1,2.02267779968679,pnm,162,1,2,9686.464999999997,18
2012,1,98.84438999999998,math,162,1,0,9686.464999999997,36
2023,2,1.611726358532906,pnm,162,1,2,9686.464999999997,10
2022,3,107.81732,math,162,1,0,9686.464999999997,44
2013,2,2.727747661992908,nnm,162,1,2,9686.464999999997,23
2009,3,7.787204265594482,hgap,162,1,0,9686.464999999997,24
2013,2,1.948098227055439,q5_19,162,1,0,9686.464999999997,12
2023,3,1.822742749936879,pnm,162,1,2,9686.464999999997,15
2012,2,107.92994,math,162,1,0,9686.464999999997,44
2013,2,2.209451980888844,pnm,162,1,2,9686.464999999997,20
2013,1,3.725104732438922,nnm,162,1,2,9686.464999999997,29
2013,3,2.595843048766255,pnm,162,1,2,9686.464999999997,23
2022,1,100.39474,math,162,1,0,9686.464999999997,39
2019,3,7.419110774993896,hgap,162,1,0,9686.464999999997,22
2013,2,6.869664881378412,u20m,162,1,2,9686.464999999997,19
2013,1,2.961026504635811,pnm,162,1,2,9686.464999999997,25
2023,3,2.032781951129436,nnm,162,1,2,9686.464999999997,14
2013,1,9.710041806101799,u20m,162,1,2,9686.464999999997,27
2013,1,15.88961109519005,pnm,105,2,2,281190.0699999999,61
2023,1,10.2703218389445,q5_19,105,2,1,281190.0699999999,59
2023,1,11.01803500205278,nnm,105,2,2,281190.0699999999,55
2023,1,32.60114416480064,u20m,105,2,2,281190.0699999999,56
2019,3,16.74728012084961,hgap,105,2,0,281190.0699999999,88
2013,1,13.0693914237624,q5_19,105,2,1,281190.0699999999,65
2013,2,11.40978630372535,q5_19,105,2,2,281190.0699999999,62
2019,1,17.52472686767578,hgap,105,2,0,281190.0699999999,92
2013,2,37.88303211331367,u20m,105,2,2,281190.0699999999,60
2013,3,15.16623049974442,pnm,105,2,2,281190.0699999999,61
2022,1,218.34082,math,105,2,0,281190.0699999999,91
2019,2,16.00605010986328,hgap,105,2,0,281190.0699999999,85
2013,3,12.26127067445781,q5_19,105,2,2,281190.0699999999,63
2012,3,205.479,math,105,2,0,281190.0699999999,84
2023,2,8.656833791020336,q5_19,105,2,2,281190.0699999999,54
2023,2,26.88032016158104,u20m,105,2,2,281190.0699999999,51
2023,1,11.67312823235989,pnm,105,2,2,281190.0699999999,56
2012,2,207.80892,math,105,2,0,281190.0699999999,85
2009,2,17.81336784362793,hgap,105,2,0,281190.0699999999,93
2023,3,29.82416190207005,u20m,105,2,2,281190.0699999999,53
2013,2,14.40913416445255,pnm,105,2,2,281190.0699999999,60
2023,2,8.253872394561768,nnm,105,2,2,281190.0699999999,46
2022,3,215.06817,math,105,2,0,281190.0699999999,89
2009,3,18.77359008789063,hgap,105,2,0,281190.0699999999,97
2022,2,211.95428,math,105,2,0,281190.0699999999,86
2013,3,41.74278303980827,u20m,105,2,2,281190.0699999999,62
2023,3,9.48478220020621,q5_19,105,2,2,281190.0699999999,57
2013,3,14.90733679383993,nnm,105,2,2,281190.0699999999,63
2013,2,12.55049370229244,nnm,105,2,2,281190.0699999999,59
2013,1,17.14394614100456,nnm,105,2,2,281190.0699999999,68
2023,2,10.2130463346839,pnm,105,2,2,281190.0699999999,53
2013,1,45.40237039327621,u20m,105,2,2,281190.0699999999,64
2023,3,10.95601823180914,pnm,105,2,2,281190.0699999999,55
2009,1,19.76016998291016,hgap,105,2,0,281190.0699999999,98
2023,3,9.684223681688309,nnm,105,2,2,281190.0699999999,51
2012,1,203.21792,math,105,2,0,281190.0699999999,83
2013,1,6.532592305626528,q5_19,165,2,0,,44
2023,3,18.77029426395893,u20m,165,2,0,,39
2023,2,16.77894219756126,u20m,165,2,0,,37
2013,3,20.45381814241409,u20m,165,2,0,,42
2023,3,5.333547370026115,q5_19,165,2,0,,39
2013,2,4.952560853517807,q5_19,165,2,0,,37
2013,3,5.759391369928202,q5_19,165,2,0,,41
2013,2,19.54884640872478,u20m,165,2,0,,40
2023,2,4.248734635438733,q5_19,165,2,0,,33
2023,1,6.312698934477279,q5_19,165,2,0,,44
2023,1,20.60577273368835,u20m,165,2,0,,42
2013,1,21.31884545087814,u20m,165,2,0,,43
2013,1,13.23371308863164,q5_19,104,2,2,1438069.597,66
2023,3,6.961823207332407,q5_19,104,2,2,1438069.597,47
2023,1,34.52694043517113,u20m,104,2,2,1438069.597,57
2023,2,13.40853795409203,pnm,104,2,2,1438069.597,58
2019,1,17.28712463378906,hgap,104,2,0,1438069.597,91
2013,2,63.24553489685059,u20m,104,2,2,1438069.597,74
2023,3,15.17146732658148,nnm,104,2,2,1438069.597,64
2013,2,27.25909277796745,pnm,104,2,2,1438069.597,75
2023,2,6.518577692408156,q5_19,104,2,2,1438069.597,44
2009,3,17.87440299987793,hgap,104,2,0,1438069.597,93
2013,3,23.7736813724041,pnm,104,2,2,1438069.597,70
2023,2,34.25110876560211,u20m,104,2,2,1438069.597,57
2013,1,27.16320939362049,nnm,104,2,2,1438069.597,86
2019,3,16.0876579284668,hgap,104,2,0,1438069.597,85
2013,2,13.22258209408467,q5_19,104,2,2,1438069.597,65
2023,3,12.64042593538761,pnm,104,2,2,1438069.597,57
2019,2,15.18303966522217,hgap,104,2,0,1438069.597,80
2013,3,61.51550263166428,u20m,104,2,2,1438069.597,72
2013,3,25.77346749603748,nnm,104,2,2,1438069.597,84
2009,2,17.3244457244873,hgap,104,2,0,1438069.597,92
2023,1,7.366049681394982,q5_19,104,2,2,1438069.597,49
2023,1,11.93510927259922,pnm,104,2,2,1438069.597,56
2013,1,59.99356135725975,u20m,104,2,2,1438069.597,72
2013,3,13.22840702169559,q5_19,104,2,2,1438069.597,66
2013,1,20.78842371702194,pnm,104,2,2,1438069.597,67
2023,1,15.61368722468615,nnm,104,2,2,1438069.597,64
2009,1,18.65707778930664,hgap,104,2,0,1438069.597,96
2023,2,14.70310147851706,nnm,104,2,2,1438069.597,63
2013,2,24.0908544510603,nnm,104,2,2,1438069.597,80
2023,3,34.38965603709221,u20m,104,2,2,1438069.597,57
2009,1,5.109063148498535,hgap,164,1,0,5196.631999999998,12
2012,2,86.88869999999997,math,164,1,0,5196.631999999998,24
2023,2,1.730172894895077,nnm,164,1,1,5196.631999999998,9
2013,1,2.741942880675197,nnm,164,1,2,5196.631999999998,23
2013,3,2.463351702317595,nnm,164,1,2,5196.631999999998,19
2012,3,79.09596999999997,math,164,1,0,5196.631999999998,19
2019,2,5.864357948303223,hgap,164,1,0,5196.631999999998,16
2022,1,82.74777,math,164,1,0,5196.631999999998,21
2013,1,2.387172788946401,q5_19,164,1,0,5196.631999999998,18
2019,1,4.743010997772217,hgap,164,1,0,5196.631999999998,11
2023,3,1.498858241311241,q5_19,164,1,2,5196.631999999998,5
2009,3,5.789747714996338,hgap,164,1,0,5196.631999999998,15
2023,1,2.052053270791276,q5_19,164,1,0,5196.631999999998,14
2023,3,4.761777352541685,u20m,164,1,2,5196.631999999998,7
2013,3,1.99058016299869,q5_19,164,1,2,5196.631999999998,13
2023,3,1.896905247122049,nnm,164,1,2,5196.631999999998,11
2013,2,1.573773024886926,q5_19,164,1,2,5196.631999999998,7
2023,2,.9181028733374896,q5_19,164,1,2,5196.631999999998,1
2012,1,71.55861999999996,math,164,1,0,5196.631999999998,16
2023,2,3.922381903976202,u20m,164,1,2,5196.631999999998,2
2009,2,6.080605983734131,hgap,164,1,0,5196.631999999998,17
2013,1,1.986559946089983,pnm,164,1,2,5196.631999999998,18
2013,2,1.543426653370261,pnm,164,1,1,5196.631999999998,9
2023,1,5.559316370636225,u20m,164,1,1,5196.631999999998,13
2019,3,5.319156646728516,hgap,164,1,0,5196.631999999998,13
2023,1,2.056157449260354,nnm,164,1,2,5196.631999999998,14
2013,3,1.770003233104944,pnm,164,1,1,5196.631999999998,13
2022,2,95.47303999999997,math,164,1,0,5196.631999999998,33
2023,3,1.373517443425953,pnm,164,1,1,5196.631999999998,5
2013,1,7.098953705281019,u20m,164,1,1,5196.631999999998,20
2023,1,1.461322419345379,pnm,164,1,2,5196.631999999998,6
2022,3,88.94513999999998,math,164,1,0,5196.631999999998,26
2013,3,6.211156956851482,u20m,164,1,2,5196.631999999998,16
2023,2,1.279080170206726,pnm,164,1,1,5196.631999999998,3
2013,2,2.169482875615358,nnm,164,1,1,5196.631999999998,15
2013,2,5.277496296912432,u20m,164,1,2,5196.631999999998,11
2019,3,8.608427047729492,hgap,106,2,1,90608.70900000003,29
2013,2,6.719487253576517,nnm,106,2,2,90608.70900000003,41
2019,2,9.177509307861328,hgap,106,2,1,90608.70900000003,34
2023,2,6.401068530976772,pnm,106,2,2,90608.70900000003,39
2023,1,21.91189490258694,u20m,106,2,2,90608.70900000003,44
2013,3,9.590527309715991,q5_19,106,2,1,90608.70900000003,57
2023,3,5.598129704594612,nnm,106,2,2,90608.70900000003,37
2023,1,9.87401364867846,q5_19,106,2,0,90608.70900000003,58
2013,3,26.27374976873398,u20m,106,2,2,90608.70900000003,50
2013,1,11.67623621011171,q5_19,106,2,0,90608.70900000003,62
2013,3,8.854818530380726,pnm,106,2,2,90608.70900000003,49
2013,1,8.331216871738434,pnm,106,2,2,90608.70900000003,47
2023,2,5.734422328732003,q5_19,106,2,1,90608.70900000003,41
2009,3,10.02204990386963,hgap,106,2,1,90608.70900000003,41
2013,1,29.0199164301157,u20m,106,2,2,90608.70900000003,52
2009,1,9.325116157531738,hgap,106,2,0,90608.70900000003,35
2023,1,5.805664695799351,pnm,106,2,2,90608.70900000003,37
2023,3,19.41312104463577,u20m,106,2,2,90608.70900000003,40
2023,1,6.38935761526227,nnm,106,2,2,90608.70900000003,40
2019,1,8.15946102142334,hgap,106,2,0,90608.70900000003,26
2009,2,10.79209327697754,hgap,106,2,1,90608.70900000003,48
2023,3,6.080012768507004,pnm,106,2,2,90608.70900000003,38
2013,2,23.37115071713924,u20m,106,2,2,90608.70900000003,46
2013,2,7.388303598580781,q5_19,106,2,1,90608.70900000003,50
2013,3,8.061335422098637,nnm,106,2,2,90608.70900000003,45
2023,3,7.860545003618991,q5_19,106,2,1,90608.70900000003,51
2013,2,9.445795789361,pnm,106,2,2,90608.70900000003,51
2023,2,16.77392795681953,u20m,106,2,2,90608.70900000003,37
2013,1,9.294802322983742,nnm,106,2,2,90608.70900000003,50
2023,2,4.732400178909302,nnm,106,2,2,90608.70900000003,33
2023,3,12.13105209171772,nnm,107,2,2,45074.056,58
2023,1,11.18713803589344,pnm,107,2,2,45074.056,55
2019,2,11.61246490478516,hgap,107,2,0,45074.056,54
2019,1,9.988704681396484,hgap,107,2,1,45074.056,40
2019,3,10.78142642974854,hgap,107,2,0,45074.056,48
2013,2,38.63204643130302,u20m,107,2,2,45074.056,61
2023,3,30.40040284395218,u20m,107,2,2,45074.056,54
2023,2,26.53707936406136,u20m,107,2,2,45074.056,50
2023,3,10.84997598081827,pnm,107,2,2,45074.056,55
2013,1,18.3529257774353,nnm,107,2,2,45074.056,70
2023,2,10.14918461441994,nnm,107,2,2,45074.056,53
2013,3,16.34684763848782,nnm,107,2,2,45074.056,66
2009,3,12.13026714324951,hgap,107,2,0,45074.056,60
2013,2,9.660000389879686,q5_19,107,2,2,45074.056,58
2023,1,34.06152501702309,u20m,107,2,2,45074.056,57
2013,3,44.92558538913727,u20m,107,2,2,45074.056,63
2023,3,7.727566764112237,q5_19,107,2,2,45074.056,51
2009,1,11.76871585845947,hgap,107,2,1,45074.056,56
2023,1,13.98790627717972,nnm,107,2,2,45074.056,62
2009,2,12.43765830993652,hgap,107,2,0,45074.056,63
2013,1,50.89160799980164,u20m,107,2,2,45074.056,67
2013,2,15.21612424403429,pnm,107,2,2,45074.056,61
2013,3,13.09503571646831,q5_19,107,2,2,45074.056,65
2023,1,9.275013429025037,q5_19,107,2,2,45074.056,56
2023,2,10.51879767328501,pnm,107,2,2,45074.056,53
2013,3,16.17038808763027,pnm,107,2,2,45074.056,62
2023,2,6.101305636004861,q5_19,107,2,2,45074.056,43
2013,1,17.05306209623814,pnm,107,2,2,45074.056,63
2013,1,16.3731768802805,q5_19,107,2,2,45074.056,72
2013,2,14.25543520599604,nnm,107,2,2,45074.056,62
2013,2,2.07257146241957,q5_19,163,1,2,,15
2019,1,1.680819034576416,hgap,163,1,2,,2
2023,2,.2500444668652735,q5_19,163,1,2,,1
2023,1,.952554983086884,nnm,163,1,0,,1
2013,3,2.657918672840709,q5_19,163,1,2,,22
2019,2,1.447726488113403,hgap,163,1,0,,2
2012,1,90.87347,math,163,1,0,,28
2013,1,1.436867169104517,pnm,163,1,0,,6
2013,3,5.446041934192181,u20m,163,1,2,,12
2023,2,.7938649505376816,u20m,163,1,2,,1
2023,1,1.574923982843757,pnm,163,1,0,,9
2009,3,1.913215398788452,hgap,163,1,0,,2
2013,3,1.751554547809064,pnm,163,1,2,,13
2013,2,2.071044174954295,pnm,163,1,2,,18
2012,3,87.79773999999998,math,163,1,0,,25
2023,3,.6154875736683607,nnm,163,1,2,,1
2022,1,120.01714,math,163,1,0,,52
2019,3,1.718699812889099,hgap,163,1,0,,2
2023,3,.9513079421594739,pnm,163,1,2,,1
2023,3,2.049723640084267,u20m,163,1,2,,1
2023,2,.2591844531707466,nnm,163,1,2,,1
2013,3,1.045830780640244,nnm,163,1,2,,2
2009,2,1.538438558578491,hgap,163,1,0,,2
2013,2,1.60292349755764,nnm,163,1,2,,8
2013,1,.5216920981183648,nnm,163,1,0,,1
2013,1,5.181470420211554,u20m,163,1,2,,10
2013,2,5.735611543059349,u20m,163,1,2,,14
2023,1,3.232265589758754,u20m,163,1,2,,1
2023,1,.708075328260338,q5_19,163,1,2,,1
2023,2,.2848458534572273,pnm,163,1,2,,1
2013,1,3.229984375872852,q5_19,163,1,2,,26
2009,1,2.187400102615356,hgap,163,1,2,,2
2023,3,.4842721572133613,q5_19,163,1,2,,1
2012,2,84.64650999999998,math,163,1,0,,22
2022,2,123.40979,math,163,1,0,,53
2022,3,121.67944,math,163,1,0,,52
2013,2,1.705372706055641,nnm,108,1,2,9256.310999999998,9
2012,2,119.8442,math,108,1,0,9256.310999999998,52
2023,3,6.743747740983963,u20m,108,1,0,9256.310999999998,18
2023,3,2.481854055076838,pnm,108,1,0,9256.310999999998,22
2022,2,128.37469,math,108,1,0,9256.310999999998,54
2009,2,8.550653457641602,hgap,108,1,0,9256.310999999998,28
2023,1,3.837127355474812,q5_19,108,1,0,9256.310999999998,31
2022,1,117.16201,math,108,1,0,9256.310999999998,51
2019,3,7.934432029724121,hgap,108,1,0,9256.310999999998,25
2023,2,2.230029553174973,pnm,108,1,0,9256.310999999998,20
2013,1,2.261034911498427,pnm,108,1,0,9256.310999999998,20
2023,3,2.818718790281283,q5_19,108,1,0,9256.310999999998,23
2019,2,8.138665199279785,hgap,108,1,0,9256.310999999998,26
2023,2,1.748597010940767,q5_19,108,1,0,9256.310999999998,9
2009,1,7.952532291412354,hgap,108,1,0,9256.310999999998,25
2012,3,114.11199,math,108,1,0,9256.310999999998,49
2009,3,8.233294486999512,hgap,108,1,0,9256.310999999998,27
2023,2,5.181198939681053,u20m,108,1,0,9256.310999999998,10
2013,3,2.092503011226654,pnm,108,1,0,9256.310999999998,19
2012,1,108.19567,math,108,1,0,9256.310999999998,45
2013,1,6.838483270257711,u20m,108,1,0,9256.310999999998,19
2022,3,122.69677,math,108,1,0,9256.310999999998,53
2023,1,1.694672973826528,nnm,108,1,0,9256.310999999998,9
2023,3,1.457887701690197,nnm,108,1,1,9256.310999999998,6
2013,3,1.852117944508791,nnm,108,1,1,9256.310999999998,11
2023,1,2.717900322750211,pnm,108,1,0,9256.310999999998,23
2013,2,5.119230598211288,u20m,108,1,0,9256.310999999998,10
2013,3,2.068129649821504,q5_19,108,1,0,9256.310999999998,15
2023,2,1.211286522448063,nnm,108,1,2,9256.310999999998,4
2013,3,6.000725086778402,u20m,108,1,0,9256.310999999998,15
2013,2,1.91507872659713,pnm,108,1,0,9256.310999999998,17
2023,1,8.228180930018425,u20m,108,1,0,9256.310999999998,23
2013,2,1.507498232622639,q5_19,108,1,0,9256.310999999998,6
2013,1,1.991333207115531,nnm,108,1,0,9256.310999999998,12
2019,1,7.798830509185791,hgap,108,1,0,9256.310999999998,24
2013,1,2.601669069923429,q5_19,108,1,0,9256.310999999998,21
2023,2,.9810548262076946,q5_19,166,1,1,59499.45199999999,1
2012,3,95.27226999999999,math,166,1,0,59499.45199999999,33
2023,1,1.804888238537083,q5_19,166,1,1,59499.45199999999,11
2023,3,1.237856224179268,pnm,166,1,2,59499.45199999999,2
2023,1,4.680469632148743,u20m,166,1,2,59499.45199999999,6
2013,1,2.327316618587982,q5_19,166,1,1,59499.45199999999,17
2013,1,2.010892843827605,nnm,166,1,2,59499.45199999999,13
2019,2,8.551053047180176,hgap,166,1,0,59499.45199999999,28
2023,1,1.390844699926674,pnm,166,1,2,59499.45199999999,5
2009,1,10.13020706176758,hgap,166,1,0,59499.45199999999,42
2022,2,119.6806,math,166,1,0,59499.45199999999,52
2013,3,1.798557583242655,nnm,166,1,1,59499.45199999999,10
2023,3,4.051177762448788,u20m,166,1,1,59499.45199999999,3
2013,1,1.921309973113239,pnm,166,1,2,59499.45199999999,17
2013,1,6.246513221412897,u20m,166,1,2,59499.45199999999,16
2023,1,1.492011360824108,nnm,166,1,2,59499.45199999999,7
2013,2,1.365046831779182,pnm,166,1,1,59499.45199999999,5
2023,2,3.384271170943975,u20m,166,1,1,59499.45199999999,1
2019,1,9.357697486877441,hgap,166,1,0,59499.45199999999,35
2013,2,1.570586464367807,nnm,166,1,0,59499.45199999999,8
2013,3,1.795998335400451,q5_19,166,1,1,59499.45199999999,10
2019,3,8.774392127990723,hgap,166,1,0,59499.45199999999,30
2022,1,98.61836999999997,math,166,1,0,59499.45199999999,36
2013,3,5.234674084931612,u20m,166,1,1,59499.45199999999,10
2009,3,9.501265525817871,hgap,166,1,0,59499.45199999999,36
2012,1,86.39400999999998,math,166,1,0,59499.45199999999,23
2012,2,104.79914,math,166,1,0,59499.45199999999,42
2023,2,1.075293053872883,pnm,166,1,1,59499.45199999999,1
2013,3,1.64927146397531,pnm,166,1,2,59499.45199999999,11
2023,2,1.331715262494981,nnm,166,1,0,59499.45199999999,5
2022,3,109.33398,math,166,1,0,59499.45199999999,46
2009,2,8.931722640991211,hgap,166,1,0,59499.45199999999,31
2023,3,1.413820078596473,nnm,166,1,1,59499.45199999999,6
2023,3,1.404974515859303,q5_19,166,1,1,59499.45199999999,5
2013,2,1.229264483801118,q5_19,166,1,1,59499.45199999999,2
2013,2,4.159147851169109,u20m,166,1,1,59499.45199999999,3
2022,3,203.17651,math,222,2,,,83
2013,3,24.87683482468128,u20m,222,2,0,,48
2013,1,7.626237360159438,q5_19,222,2,0,,50
2013,2,4.636232529040218,q5_19,222,2,0,,35
2009,2,6.815840721130371,hgap,222,2,0,,20
2013,2,21.02117426693439,u20m,222,2,0,,43
2013,2,5.023437552154064,pnm,222,2,0,,34
2013,3,5.470942705869675,pnm,222,2,0,,36
2023,3,7.034150228283242,q5_19,222,2,0,,48
2023,1,15.10652340948582,nnm,222,2,0,,64
2023,1,30.22158518433571,u20m,222,2,0,,54
2023,2,22.25702069699764,u20m,222,2,0,,45
2013,2,11.49557065218687,nnm,222,2,0,,56
2022,1,210.4537,math,222,2,,,86
2013,1,28.58011052012444,u20m,222,2,0,,52
2009,1,8.675624847412109,hgap,222,2,2,,29
2019,2,6.041950702667236,hgap,222,2,0,,17
2023,1,6.558842025697231,pnm,222,2,0,,40
2023,2,5.155413464739911,q5_19,222,2,0,,38
2013,3,6.157908719375604,q5_19,222,2,0,,43
2023,3,13.40314373373985,nnm,222,2,0,,60
2023,3,26.3181496411562,u20m,222,2,0,,50
2023,2,11.64222601801157,nnm,222,2,0,,57
2009,3,7.77830982208252,hgap,222,2,1,,24
2022,2,196.99987,math,222,2,,,80
2023,1,8.846077973095889,q5_19,222,2,0,,55
2019,1,6.808168888092041,hgap,222,2,2,,20
2023,2,5.613356828689575,pnm,222,2,0,,36
2019,3,6.44938850402832,hgap,222,2,1,,19
2013,1,15.31523931771517,nnm,222,2,0,,64
2013,3,13.4374825283885,nnm,222,2,0,,61
2023,3,6.099212449043989,pnm,222,2,0,,38
2013,1,5.889866035431623,pnm,222,2,0,,37
2023,1,12.99501396715641,u20m,167,2,0,,32
2013,2,2.130339452361851,q5_19,167,2,0,,15
2013,1,2.940770132816795,q5_19,167,2,0,,24
2013,2,10.81438548862934,u20m,167,2,0,,29
2013,3,11.48892473429441,u20m,167,2,0,,30
2013,1,12.11766712367535,u20m,167,2,0,,31
2023,3,12.76568789035082,u20m,167,2,0,,32
2023,1,3.156481798751276,q5_19,167,2,0,,26
2023,2,12.54043355584145,u20m,167,2,0,,31
2023,3,2.829256911215494,q5_19,167,2,0,,23
2023,2,2.496042259955256,q5_19,167,2,0,,20
2013,3,2.548069020501087,q5_19,167,2,0,,21
2009,2,11.58552360534668,hgap,110,2,0,11439.221,54
2022,3,219.36541,math,110,2,0,11439.221,92
2012,1,205.49407,math,110,2,0,11439.221,84
2013,2,20.88341675698757,u20m,110,2,2,11439.221,43
2023,1,6.666486151516438,pnm,110,2,2,11439.221,41
2013,1,6.622730338888272,q5_19,110,2,2,11439.221,45
2012,3,194.99789,math,110,2,0,11439.221,79
2009,1,11.22429370880127,hgap,110,2,2,11439.221,51
2013,2,4.308776653261903,q5_19,110,2,2,11439.221,33
2023,1,4.019900769791751,q5_19,110,2,2,11439.221,31
2012,2,184.75194,math,110,2,0,11439.221,74
2013,1,11.76351681351662,nnm,110,2,2,11439.221,57
2019,1,8.943425178527832,hgap,110,2,2,11439.221,31
2023,2,6.153949536383152,pnm,110,2,2,11439.221,38
2023,3,3.486938182252541,q5_19,110,2,2,11439.221,28
2013,3,5.489752683917382,q5_19,110,2,2,11439.221,40
2022,1,227.11706,math,110,2,0,11439.221,94
2013,3,8.523565717041492,pnm,110,2,2,11439.221,48
2023,1,8.318198844790459,nnm,110,2,2,11439.221,47
2013,1,26.88218094408512,u20m,110,2,2,11439.221,51
2009,3,11.39984321594238,hgap,110,2,0,11439.221,52
2019,3,9.950497627258301,hgap,110,2,0,11439.221,40
2013,2,8.272658102214336,pnm,110,2,2,11439.221,46
2023,2,15.32658096402884,u20m,110,2,2,11439.221,35
2013,2,8.443558588624001,nnm,110,2,2,11439.221,47
2023,3,17.14210212230682,u20m,110,2,2,11439.221,38
2023,3,7.325577083975077,nnm,110,2,2,11439.221,43
2022,2,212.13342,math,110,2,0,11439.221,86
2019,2,10.89880275726318,hgap,110,2,0,11439.221,49
2023,2,2.945833091833272,q5_19,110,2,2,11439.221,24
2013,3,10.12829132378101,nnm,110,2,2,11439.221,53
2013,1,8.733740076422691,pnm,110,2,2,11439.221,49
2023,3,6.424429826438427,pnm,110,2,2,11439.221,40
2013,3,23.95336143672466,u20m,110,2,2,11439.221,47
2023,2,6.302160676568747,nnm,110,2,2,11439.221,39
2023,1,18.88911798596382,u20m,110,2,2,11439.221,39
2019,3,11.75185966491699,hgap,109,1,0,124370.947,56
2013,2,.984594807960093,nnm,109,1,0,124370.947,2
2013,3,1.87759228018225,q5_19,109,1,0,124370.947,12
2022,2,49.44597999999996,math,109,1,0,124370.947,8
2023,2,.828846707008779,nnm,109,1,0,124370.947,1
2012,1,35.70898,math,109,1,0,124370.947,5
2019,2,11.85746765136719,hgap,109,1,0,124370.947,57
2022,3,45.01414,math,109,1,0,124370.947,7
2013,2,4.010550212115049,u20m,109,1,0,124370.947,2
2013,1,2.046718262135983,pnm,109,1,2,124370.947,18
2023,1,1.998893010153324,q5_19,109,1,1,124370.947,13
2023,2,3.56295146048069,u20m,109,1,0,124370.947,1
2013,3,4.75151976570487,u20m,109,1,1,124370.947,7
2009,2,12.12249279022217,hgap,109,1,0,124370.947,60
2013,1,5.453249905258417,u20m,109,1,1,124370.947,12
2023,1,4.339681472629309,u20m,109,1,1,124370.947,5
2019,1,11.71956729888916,hgap,109,1,0,124370.947,56
2013,3,1.872842898592353,pnm,109,1,2,124370.947,16
2009,1,12.12318706512451,hgap,109,1,0,124370.947,60
2009,3,12.10083961486816,hgap,109,1,0,124370.947,59
2013,3,1.00837938953191,nnm,109,1,1,124370.947,2
2023,3,.8283724309876561,nnm,109,1,1,124370.947,1
2012,2,53.58223999999996,math,109,1,0,124370.947,9
2023,3,1.441003521904349,pnm,109,1,2,124370.947,6
2023,3,1.697966395933448,q5_19,109,1,0,124370.947,8
2023,1,.8306479430757463,nnm,109,1,1,124370.947,1
2013,1,1.02881109341979,nnm,109,1,1,124370.947,2
2023,3,3.962297458201647,u20m,109,1,1,124370.947,2
2013,2,1.339113183974394,q5_19,109,1,0,124370.947,4
2013,1,2.387162907663609,q5_19,109,1,1,124370.947,18
2013,2,1.692090299911797,pnm,109,1,1,124370.947,12
2023,1,1.516088144853711,pnm,109,1,2,124370.947,8
2023,2,1.359240966849029,pnm,109,1,1,124370.947,4
2022,1,40.53277000000003,math,109,1,0,124370.947,6
2023,2,1.379006140529326,q5_19,109,1,0,124370.947,4
2012,3,44.18654000000004,math,109,1,0,124370.947,7
2022,1,155.25729,math,111,2,0,20330.10899999999,66
2013,3,7.393408101052046,pnm,111,2,2,20330.10899999999,43
2012,1,148.55224,math,111,2,0,20330.10899999999,62
2023,3,3.852952271699905,nnm,111,2,2,20330.10899999999,30
