year,age,sex,value,loc,heading1,heading2,lid
1985,7,2,112.0767293,Indonesia,Countries,Asia,
1990,19,1,162.1623665,Indonesia,Countries,Asia,
2010,11,2,137.4812185,Indonesia,Countries,Asia,
2019,12,3,143.9482879638672,Indonesia,Countries,Asia,
2019,19,3,160.4589080810547,Indonesia,Countries,Asia,
2000,16,3,155.1300659179688,Indonesia,Countries,Asia,
1985,18,1,161.6634243,Indonesia,Countries,Asia,
2000,17,1,161.4429062,Indonesia,Countries,Asia,
2000,5,3,104.0503005981445,Indonesia,Countries,Asia,
1990,11,3,133.1906433105469,Indonesia,Countries,Asia,
2010,8,1,121.7206256,Indonesia,Countries,Asia,
1990,10,3,127.6826934814453,Indonesia,Countries,Asia,
2010,15,1,157.8573271,Indonesia,Countries,Asia,
1990,15,2,148.5349297,Indonesia,Countries,Asia,
1985,19,2,150.3377289,Indonesia,Countries,Asia,
1990,5,1,103.0841096,Indonesia,Countries,Asia,
1990,17,2,150.1174954,Indonesia,Countries,Asia,
1990,18,3,156.0289306640625,Indonesia,Countries,Asia,
2019,5,3,107.6915130615234,Indonesia,Countries,Asia,
2000,7,1,114.3853267,Indonesia,Countries,Asia,
2000,10,3,128.9973602294922,Indonesia,Countries,Asia,
2000,19,2,151.2917209,Indonesia,Countries,Asia,
2010,6,2,111.1991962,Indonesia,Countries,Asia,
2010,18,1,163.6966093,Indonesia,Countries,Asia,
2019,16,1,163.4382215,Indonesia,Countries,Asia,
1985,5,1,102.3272831,Indonesia,Countries,Asia,
1990,7,3,112.8579864501953,Indonesia,Countries,Asia,
2000,15,1,156.588295,Indonesia,Countries,Asia,
2019,11,3,138.3510131835938,Indonesia,Countries,Asia,
2000,16,2,150.4642841,Indonesia,Countries,Asia,
2010,5,2,105.9219506,Indonesia,Countries,Asia,
2019,6,1,113.1040491,Indonesia,Countries,Asia,
2000,11,1,133.2300206,Indonesia,Countries,Asia,
2019,17,3,159.8680877685547,Indonesia,Countries,Asia,
2010,10,1,130.5702875,Indonesia,Countries,Asia,
1990,12,1,137.612919,Indonesia,Countries,Asia,
1985,14,1,150.5339056,Indonesia,Countries,Asia,
1990,8,2,117.5063542,Indonesia,Countries,Asia,
2010,9,3,126.0722961425781,Indonesia,Countries,Asia,
2010,12,2,142.9247082,Indonesia,Countries,Asia,
2019,7,3,117.9702835083008,Indonesia,Countries,Asia,
2019,10,1,132.3003802,Indonesia,Countries,Asia,
2010,8,3,121.346794128418,Indonesia,Countries,Asia,
2019,13,2,148.9064565,Indonesia,Countries,Asia,
2019,5,1,107.8284746,Indonesia,Countries,Asia,
2000,18,2,151.1483696,Indonesia,Countries,Asia,
1990,13,2,144.1353937,Indonesia,Countries,Asia,
2010,6,3,111.7860488891602,Indonesia,Countries,Asia,
1985,11,1,131.5750498,Indonesia,Countries,Asia,
1990,9,3,122.5446853637695,Indonesia,Countries,Asia,
1985,17,3,155.1844482421875,Indonesia,Countries,Asia,
1985,13,3,143.9369354248047,Indonesia,Countries,Asia,
2010,19,1,164.1517212,Indonesia,Countries,Asia,
1990,14,1,150.7208149,Indonesia,Countries,Asia,
2010,15,2,151.0495719,Indonesia,Countries,Asia,
1985,18,2,150.1206444,Indonesia,Countries,Asia,
2000,15,2,149.4963769,Indonesia,Countries,Asia,
2019,10,2,133.4636369,Indonesia,Countries,Asia,
2019,19,2,161.1837018,Iran,Countries,Asia,
1985,16,3,160.7937927246094,Iran,Countries,Asia,
2010,15,3,161.9723815917969,Iran,Countries,Asia,
1990,9,2,128.201129,Iran,Countries,Asia,
1990,15,3,159.0021209716797,Iran,Countries,Asia,
1985,11,2,140.0759711,Iran,Countries,Asia,
1990,15,1,162.365211,Iran,Countries,Asia,
2010,14,2,156.249041,Iran,Countries,Asia,
2010,16,2,159.1242078,Iran,Countries,Asia,
1985,11,1,137.4442827,Iran,Countries,Asia,
1990,5,3,106.6345520019531,Iran,Countries,Asia,
1990,8,2,122.7086257,Iran,Countries,Asia,
2019,18,2,161.1303749,Iran,Countries,Asia,
1990,18,2,157.3183111,Iran,Countries,Asia,
2010,17,2,159.6238825,Iran,Countries,Asia,
1990,13,2,150.6932994,Iran,Countries,Asia,
1985,17,1,167.8183515,Iran,Countries,Asia,
1985,14,1,156.7421187,Iran,Countries,Asia,
2000,15,2,156.4948275,Iran,Countries,Asia,
1985,9,1,127.445361,Iran,Countries,Asia,
2010,6,1,115.9913855,Iran,Countries,Asia,
2000,8,3,124.7215957641602,Iran,Countries,Asia,
1985,5,2,105.8137621,Iran,Countries,Asia,
1985,13,1,150.1364554,Iran,Countries,Asia,
2019,19,3,168.5977630615234,Iran,Countries,Asia,
2010,9,3,131.2968139648438,Iran,Countries,Asia,
2019,11,1,142.6908169,Iran,Countries,Asia,
2000,5,2,107.9519561,Iran,Countries,Asia,
2019,5,2,109.2717582,Iran,Countries,Asia,
2019,15,2,159.1753014,Iran,Countries,Asia,
2010,11,3,142.2984619140625,Iran,Countries,Asia,
2000,14,3,156.9141998291016,Iran,Countries,Asia,
1990,16,1,165.8754959,Iran,Countries,Asia,
2010,16,1,169.2991364,Iran,Countries,Asia,
1990,12,3,145.1746673583984,Iran,Countries,Asia,
1990,6,3,112.4683532714844,Iran,Countries,Asia,
2000,11,1,140.1137985,Iran,Countries,Asia,
2019,5,1,110.6851722,Iran,Countries,Asia,
2019,7,1,122.2956283,Iran,Countries,Asia,
1990,13,3,150.7492065429688,Iran,Countries,Asia,
2000,18,3,165.0887908935547,Iran,Countries,Asia,
1990,17,3,162.8986358642578,Iran,Countries,Asia,
1985,7,3,117.0934906005859,Iran,Countries,Asia,
1990,16,3,161.3531799316406,Iran,Countries,Asia,
1990,12,1,143.9842002,Iran,Countries,Asia,
1990,17,1,168.3563954,Iran,Countries,Asia,
1990,12,2,146.4245797,Iran,Countries,Asia,
2000,16,3,162.6379852294922,Iran,Countries,Asia,
2019,6,2,115.0558793,Iran,Countries,Asia,
2010,10,3,136.6510620117188,Iran,Countries,Asia,
2010,16,3,164.3490905761719,Iran,Countries,Asia,
2010,13,1,153.8561958,Iran,Countries,Asia,
2010,11,1,141.252966,Iran,Countries,Asia,
2000,9,3,129.9031066894531,Iran,Countries,Asia,
1990,13,1,150.8020815,Iran,Countries,Asia,
2019,15,1,167.1505437,Iran,Countries,Asia,
2019,8,3,126.7438430786133,Iran,Countries,Asia,
1985,8,2,122.1658428,Iran,Countries,Asia,
1985,14,2,153.0221088,Iran,Countries,Asia,
1985,19,3,164.1094207763672,Iran,Countries,Asia,
1985,19,2,156.8732845,Iran,Countries,Asia,
1985,9,3,127.5586547851563,Iran,Countries,Asia,
2000,7,3,119.5050811767578,Iran,Countries,Asia,
2019,10,1,137.5708585,Iran,Countries,Asia,
1985,15,3,158.4193572998047,Iran,Countries,Asia,
2000,6,2,113.5855068,Iran,Countries,Asia,
2019,17,3,167.1439514160156,Iran,Countries,Asia,
2010,9,1,131.5099669,Iran,Countries,Asia,
2010,6,2,114.859575,Iran,Countries,Asia,
1990,10,3,133.7019195556641,Iran,Countries,Asia,
2019,6,1,116.7178962,Iran,Countries,Asia,
2019,13,2,154.3317698,Iran,Countries,Asia,
2000,10,1,135.1421286,Iran,Countries,Asia,
2010,15,2,158.0643075,Iran,Countries,Asia,
1985,6,1,111.8693039,Iran,Countries,Asia,
1990,14,2,153.5522304,Iran,Countries,Asia,
2010,15,1,165.6581932,Iran,Countries,Asia,
2000,15,1,164.1533745,Iran,Countries,Asia,
2000,7,2,118.8729337,Iran,Countries,Asia,
1990,7,2,117.4211805,Iran,Countries,Asia,
2000,12,1,145.8311302,Iran,Countries,Asia,
2000,17,2,158.1721292,Iran,Countries,Asia,
1990,11,3,139.3846893310547,Iran,Countries,Asia,
2010,5,3,109.5691986083984,Iran,Countries,Asia,
1990,19,2,157.3914516,Iran,Countries,Asia,
2019,14,3,159.7685394287109,Iran,Countries,Asia,
1990,17,2,157.1052265,Iran,Countries,Asia,
2000,5,1,108.3895315,Iran,Countries,Asia,
1985,15,2,154.8822242,Iran,Countries,Asia,
1985,13,2,150.1762383,Iran,Countries,Asia,
2010,7,1,121.4883711,Iran,Countries,Asia,
2000,13,3,152.214599609375,Iran,Countries,Asia,
2000,8,2,124.0854617,Iran,Countries,Asia,
2010,19,1,174.6642094,Iran,Countries,Asia,
1985,12,1,143.2699874,Iran,Countries,Asia,
2000,10,2,135.3999466,Iran,Countries,Asia,
2000,8,1,125.3393006,Iran,Countries,Asia,
1985,15,1,161.752811,Iran,Countries,Asia,
2000,16,1,167.6650747,Iran,Countries,Asia,
2010,12,3,148.0722808837891,Iran,Countries,Asia,
2000,9,2,129.5022142,Iran,Countries,Asia,
2010,11,2,143.4048971,Iran,Countries,Asia,
2010,18,2,159.7549911,Iran,Countries,Asia,
2019,9,2,131.4890992,Iran,Countries,Asia,
1990,7,1,118.3750057,Iran,Countries,Asia,
1985,6,3,111.6884536743164,Iran,Countries,Asia,
1985,5,3,105.9015808105469,Iran,Countries,Asia,
2019,12,2,149.9850439,Iran,Countries,Asia,
1985,16,2,155.9992008,Iran,Countries,Asia,
1985,12,3,144.5517272949219,Iran,Countries,Asia,
2010,13,3,153.6529541015625,Iran,Countries,Asia,
2019,8,1,127.5457796,Iran,Countries,Asia,
2019,5,3,110.00048828125,Iran,Countries,Asia,
1990,11,1,138.2374606,Iran,Countries,Asia,
2019,7,3,121.4270935058594,Iran,Countries,Asia,
2010,18,3,166.8199462890625,Iran,Countries,Asia,
2010,19,3,167.352783203125,Iran,Countries,Asia,
2019,18,1,174.6398723,Iran,Countries,Asia,
2010,5,2,109.111796,Iran,Countries,Asia,
2000,18,1,171.7763371,Iran,Countries,Asia,
2000,14,1,159.1737017,Iran,Countries,Asia,
1990,9,3,128.3177490234375,Iran,Countries,Asia,
2019,17,2,160.9204763,Iran,Countries,Asia,
1990,19,3,164.4669952392578,Iran,Countries,Asia,
1990,8,1,123.5198951,Iran,Countries,Asia,
2019,19,1,175.6229328,Iran,Countries,Asia,
2019,10,2,137.5443105,Iran,Countries,Asia,
2000,19,3,165.6587066650391,Iran,Countries,Asia,
1985,10,1,132.3675107,Iran,Countries,Asia,
2000,12,3,146.6971893310547,Iran,Countries,Asia,
2010,19,2,159.7444296,Iran,Countries,Asia,
1990,16,2,156.5363438,Iran,Countries,Asia,
2019,16,3,165.6187896728516,Iran,Countries,Asia,
2010,9,2,131.0706394,Iran,Countries,Asia,
1990,6,1,112.8657047,Iran,Countries,Asia,
2000,12,2,147.5732115,Iran,Countries,Asia,
2019,16,2,160.3322528,Iran,Countries,Asia,
1990,15,2,155.4178964,Iran,Countries,Asia,
2000,19,2,158.4433444,Iran,Countries,Asia,
1985,18,2,156.7890174,Iran,Countries,Asia,
1990,6,2,112.0686601,Iran,Countries,Asia,
2010,8,1,126.6166669,Iran,Countries,Asia,
2019,16,1,170.6342513,Iran,Countries,Asia,
2019,13,3,154.93115234375,Iran,Countries,Asia,
1985,17,2,156.5708805,Iran,Countries,Asia,
2019,14,2,157.2562861,Iran,Countries,Asia,
2000,16,2,157.6073611,Iran,Countries,Asia,
1985,18,3,163.4351501464844,Iran,Countries,Asia,
1990,18,1,170.0560873,Iran,Countries,Asia,
1990,8,3,123.1161193847656,Iran,Countries,Asia,
1985,12,2,145.9184816,Iran,Countries,Asia,
1985,19,1,170.7450465,Iran,Countries,Asia,
1990,5,1,106.8847128,Iran,Countries,Asia,
2000,14,2,154.6429609,Iran,Countries,Asia,
2000,17,1,170.1306526,Iran,Countries,Asia,
2000,6,3,114.0502853393555,Iran,Countries,Asia,
1985,6,2,111.499819,Iran,Countries,Asia,
1985,9,2,127.6793578,Iran,Countries,Asia,
2010,17,3,165.8925933837891,Iran,Countries,Asia,
1990,14,3,155.5247344970703,Iran,Countries,Asia,
2000,13,2,151.8076201,Iran,Countries,Asia,
2000,10,3,135.2695617675781,Iran,Countries,Asia,
2010,7,2,120.2567291,Iran,Countries,Asia,
2019,9,1,132.5973256,Iran,Countries,Asia,
2019,13,1,155.4981472,Iran,Countries,Asia,
2010,13,2,153.4374234,Iran,Countries,Asia,
2000,7,1,120.1174796,Iran,Countries,Asia,
2010,8,3,126.1106567382813,Iran,Countries,Asia,
1990,18,3,163.8658599853516,Iran,Countries,Asia,
2019,11,3,143.3533477783203,Iran,Countries,Asia,
2000,6,1,114.4997663,Iran,Countries,Asia,
2010,17,1,171.8731264,Iran,Countries,Asia,
2019,15,3,163.2694549560547,Iran,Countries,Asia,
2010,7,3,120.8930587768555,Iran,Countries,Asia,
1985,18,1,169.5693065,Iran,Countries,Asia,
1990,9,1,128.4325424,Iran,Countries,Asia,
2019,12,3,149.2559967041016,Iran,Countries,Asia,
2000,5,3,108.1745681762695,Iran,Countries,Asia,
1985,10,3,132.987548828125,Iran,Countries,Asia,
1985,5,1,105.9867899,Iran,Countries,Asia,
2010,5,1,109.9968219,Iran,Countries,Asia,
2019,7,2,120.5062533,Iran,Countries,Asia,
1985,17,3,162.3955078125,Iran,Countries,Asia,
2010,10,2,137.0145311,Iran,Countries,Asia,
2019,11,2,144.0544105,Iran,Countries,Asia,
2019,18,3,168.0677642822266,Iran,Countries,Asia,
2000,17,3,164.1538391113281,Iran,Countries,Asia,
1990,11,2,140.5781474,Iran,Countries,Asia,
1990,7,3,117.8995819091797,Iran,Countries,Asia,
2010,12,2,149.2132884,Iran,Countries,Asia,
1985,11,3,138.7163391113281,Iran,Countries,Asia,
1990,10,1,133.2577514,Iran,Countries,Asia,
1985,13,3,150.1557312011719,Iran,Countries,Asia,
1985,14,3,154.9382781982422,Iran,Countries,Asia,
1985,16,1,165.2967509,Iran,Countries,Asia,
2010,10,1,136.3077834,Iran,Countries,Asia,
2000,11,3,140.9344024658203,Iran,Countries,Asia,
1985,7,2,116.8603759,Iran,Countries,Asia,
2010,14,1,160.5371435,Iran,Countries,Asia,
1985,8,1,122.4652714,Iran,Countries,Asia,
2010,14,3,158.4573211669922,Iran,Countries,Asia,
2019,6,3,115.9119567871094,Iran,Countries,Asia,
1990,10,2,134.1584244,Iran,Countries,Asia,
2019,8,2,125.8946974,Iran,Countries,Asia,
1985,8,3,122.3199081420898,Iran,Countries,Asia,
2019,9,3,132.0589294433594,Iran,Countries,Asia,
2000,9,1,130.2934627,Iran,Countries,Asia,
2019,12,1,148.5668375,Iran,Countries,Asia,
1990,5,2,106.382476,Iran,Countries,Asia,
2019,10,3,137.5579528808594,Iran,Countries,Asia,
1990,14,1,157.3808579,Iran,Countries,Asia,
2019,17,1,173.0464796,Iran,Countries,Asia,
2000,13,1,152.6185967,Iran,Countries,Asia,
2000,18,2,158.3781551,Iran,Countries,Asia,
2019,14,1,162.1476829,Iran,Countries,Asia,
2000,15,3,160.3292846679688,Iran,Countries,Asia,
2000,19,1,172.8032891,Iran,Countries,Asia,
2010,12,1,146.9944893,Iran,Countries,Asia,
1985,7,1,117.3149614,Iran,Countries,Asia,
2010,6,3,115.4445343017578,Iran,Countries,Asia,
2010,18,1,173.5957426,Iran,Countries,Asia,
2000,11,2,141.7695542,Iran,Countries,Asia,
2010,8,2,125.5715488,Iran,Countries,Asia,
1985,10,2,133.6502072,Iran,Countries,Asia,
1990,19,1,171.1773685,Iran,Countries,Asia,
1990,7,1,119.612066,Iraq,Countries,Asia,
1985,16,3,160.9683074951172,Iraq,Countries,Asia,
1985,18,1,169.0832212,Iraq,Countries,Asia,
2010,18,3,164.4291076660156,Iraq,Countries,Asia,
2010,15,1,165.5085389,Iraq,Countries,Asia,
2010,14,1,160.9858161,Iraq,Countries,Asia,
2019,15,3,162.3229522705078,Iraq,Countries,Asia,
1990,13,2,151.3522254,Iraq,Countries,Asia,
2000,12,2,147.5262682,Iraq,Countries,Asia,
1990,14,3,156.5424652099609,Iraq,Countries,Asia,
2010,15,3,160.7753143310547,Iraq,Countries,Asia,
1990,8,1,124.8695564,Iraq,Countries,Asia,
2019,11,2,143.7492908,Iraq,Countries,Asia,
1985,14,2,153.5114827,Iraq,Countries,Asia,
2010,11,1,142.3452565,Iraq,Countries,Asia,
1985,17,1,167.9331612,Iraq,Countries,Asia,
1985,10,3,134.8605346679688,Iraq,Countries,Asia,
2000,19,2,157.8596125,Iraq,Countries,Asia,
2000,7,2,118.8222549,Iraq,Countries,Asia,
2000,5,3,108.2766799926758,Iraq,Countries,Asia,
1990,12,2,147.3858017,Iraq,Countries,Asia,
1990,15,1,163.708994,Iraq,Countries,Asia,
2019,12,3,149.5152893066406,Iraq,Countries,Asia,
1990,9,3,129.7713775634766,Iraq,Countries,Asia,
2000,18,3,163.9791107177734,Iraq,Countries,Asia,
2010,13,3,153.3635864257813,Iraq,Countries,Asia,
1990,12,3,146.6726531982422,Iraq,Countries,Asia,
1985,11,2,141.5214646,Iraq,Countries,Asia,
1990,5,2,107.0912912,Iraq,Countries,Asia,
1985,8,3,124.1855316162109,Iraq,Countries,Asia,
1985,5,2,107.0211961,Iraq,Countries,Asia,
1985,9,3,129.4416656494141,Iraq,Countries,Asia,
2000,7,1,120.4646625,Iraq,Countries,Asia,
2000,14,2,154.0661115,Iraq,Countries,Asia,
2019,7,3,122.3284683227539,Iraq,Countries,Asia,
2010,8,3,126.4463119506836,Iraq,Countries,Asia,
1985,7,2,118.5460651,Iraq,Countries,Asia,
1990,19,3,163.9422454833984,Iraq,Countries,Asia,
2000,18,1,170.5052151,Iraq,Countries,Asia,
1990,17,1,168.416375,Iraq,Countries,Asia,
2010,5,3,109.9364700317383,Iraq,Countries,Asia,
1990,18,3,163.212890625,Iraq,Countries,Asia,
2010,6,1,117.0495388,Iraq,Countries,Asia,
2000,13,1,153.4227324,Iraq,Countries,Asia,
2000,10,1,135.5856696,Iraq,Countries,Asia,
1990,5,3,107.6003646850586,Iraq,Countries,Asia,
1990,6,2,113.0951581,Iraq,Countries,Asia,
2000,19,3,164.7717742919922,Iraq,Countries,Asia,
2019,15,2,156.9725079,Iraq,Countries,Asia,
2000,8,2,124.1883055,Iraq,Countries,Asia,
2010,17,3,163.7036590576172,Iraq,Countries,Asia,
2019,9,1,133.76942,Iraq,Countries,Asia,
1985,17,3,162.0707244873047,Iraq,Countries,Asia,
1990,15,3,159.5683288574219,Iraq,Countries,Asia,
2019,9,2,131.7637424,Iraq,Countries,Asia,
2010,16,3,162.6077423095703,Iraq,Countries,Asia,
1990,15,2,155.2914541,Iraq,Countries,Asia,
2010,14,3,157.7700653076172,Iraq,Countries,Asia,
2019,18,3,165.7899780273438,Iraq,Countries,Asia,
1985,19,2,157.0052339,Iraq,Countries,Asia,
2000,18,2,157.2288384,Iraq,Countries,Asia,
2019,13,2,153.1697466,Iraq,Countries,Asia,
1990,11,3,140.9264221191406,Iraq,Countries,Asia,
2000,14,3,157.0034637451172,Iraq,Countries,Asia,
1985,10,1,134.455478,Iraq,Countries,Asia,
2010,7,1,122.4842056,Iraq,Countries,Asia,
1990,16,3,161.4039154052734,Iraq,Countries,Asia,
2000,19,1,171.466783,Iraq,Countries,Asia,
1990,12,1,145.985487,Iraq,Countries,Asia,
1985,7,1,119.2286988,Iraq,Countries,Asia,
1985,12,1,145.4534049,Iraq,Countries,Asia,
2019,9,3,132.7916412353516,Iraq,Countries,Asia,
2000,5,2,107.3691342,Iraq,Countries,Asia,
2019,17,2,157.9603237,Iraq,Countries,Asia,
1985,17,2,156.0645345,Iraq,Countries,Asia,
1985,6,3,113.3790435791016,Iraq,Countries,Asia,
1990,17,2,156.4179646,Iraq,Countries,Asia,
2019,16,3,164.1177062988281,Iraq,Countries,Asia,
1985,11,1,139.6031978,Iraq,Countries,Asia,
1990,10,2,135.4892658,Iraq,Countries,Asia,
1985,13,3,151.6521606445313,Iraq,Countries,Asia,
2000,15,3,160.0947265625,Iraq,Countries,Asia,
1990,9,1,129.9435096,Iraq,Countries,Asia,
2010,9,1,132.5216071,Iraq,Countries,Asia,
2000,15,2,155.5693639,Iraq,Countries,Asia,
1990,16,1,166.6247397,Iraq,Countries,Asia,
2010,13,1,154.6982216,Iraq,Countries,Asia,
2000,12,3,147.0496520996094,Iraq,Countries,Asia,
1990,8,2,124.0713696,Iraq,Countries,Asia,
2010,9,3,131.5966949462891,Iraq,Countries,Asia,
2019,14,1,162.8910476,Iraq,Countries,Asia,
1990,5,1,108.0864418,Iraq,Countries,Asia,
2019,18,2,158.243534,Iraq,Countries,Asia,
2010,18,1,171.2636534,Iraq,Countries,Asia,
1985,14,3,156.1015777587891,Iraq,Countries,Asia,
2019,8,3,127.5728073120117,Iraq,Countries,Asia,
2019,5,3,110.9807739257813,Iraq,Countries,Asia,
2019,7,1,123.5517748,Iraq,Countries,Asia,
1985,19,3,163.559814453125,Iraq,Countries,Asia,
1990,6,3,113.5843734741211,Iraq,Countries,Asia,
2010,5,1,111.1875559,Iraq,Countries,Asia,
2000,12,1,146.5917164,Iraq,Countries,Asia,
1985,13,1,152.2408842,Iraq,Countries,Asia,
1985,6,1,113.7411778,Iraq,Countries,Asia,
2019,7,2,121.0421619,Iraq,Countries,Asia,
1990,10,1,134.9569251,Iraq,Countries,Asia,
2019,6,3,116.8632583618164,Iraq,Countries,Asia,
2010,12,3,148.0591735839844,Iraq,Countries,Asia,
1985,9,2,129.4175366,Iraq,Countries,Asia,
1985,16,1,166.1078566,Iraq,Countries,Asia,
1990,8,3,124.4788818359375,Iraq,Countries,Asia,
1985,12,2,147.1069089,Iraq,Countries,Asia,
1985,10,2,135.2814509,Iraq,Countries,Asia,
2010,12,2,148.0835015,Iraq,Countries,Asia,
2000,9,3,130.1644897460938,Iraq,Countries,Asia,
2000,17,1,169.3318242,Iraq,Countries,Asia,
2010,7,2,119.9468596,Iraq,Countries,Asia,
2010,7,3,121.2470016479492,Iraq,Countries,Asia,
1990,10,3,135.2178344726563,Iraq,Countries,Asia,
2010,10,3,136.8956604003906,Iraq,Countries,Asia,
1985,5,3,107.4426345825195,Iraq,Countries,Asia,
2019,8,2,126.3434385,Iraq,Countries,Asia,
1990,11,1,140.1199001,Iraq,Countries,Asia,
2000,8,1,125.6279947,Iraq,Countries,Asia,
2019,5,1,112.2008874,Iraq,Countries,Asia,
2019,12,1,149.7368923,Iraq,Countries,Asia,
2010,6,3,115.8079986572266,Iraq,Countries,Asia,
2010,10,1,137.3656802,Iraq,Countries,Asia,
2019,16,2,157.6412415,Iraq,Countries,Asia,
1985,6,2,113.0009709,Iraq,Countries,Asia,
2010,19,1,172.1475355,Iraq,Countries,Asia,
1990,14,2,153.8407864,Iraq,Countries,Asia,
2010,6,2,114.5025047,Iraq,Countries,Asia,
2019,16,1,170.2987511,Iraq,Countries,Asia,
2010,9,2,130.6271992,Iraq,Countries,Asia,
2019,11,1,143.8883812,Iraq,Countries,Asia,
2000,9,2,129.6847941,Iraq,Countries,Asia,
2019,10,2,137.565219,Iraq,Countries,Asia,
2010,13,2,151.9708223,Iraq,Countries,Asia,
2019,12,2,149.2827574,Iraq,Countries,Asia,
2000,16,1,167.4523658,Iraq,Countries,Asia,
2019,19,2,158.748746,Iraq,Countries,Asia,
1985,15,3,159.1250305175781,Iraq,Countries,Asia,
2019,15,1,167.4247598,Iraq,Countries,Asia,
1985,15,2,154.9484976,Iraq,Countries,Asia,
2000,6,3,114.1757583618164,Iraq,Countries,Asia,
1985,15,1,163.1694017,Iraq,Countries,Asia,
1985,5,1,107.8457558,Iraq,Countries,Asia,
2010,14,2,154.4178918,Iraq,Countries,Asia,
1985,14,1,158.6043319,Iraq,Countries,Asia,
2019,6,2,115.5858415,Iraq,Countries,Asia,
2019,17,3,165.1494903564453,Iraq,Countries,Asia,
2010,8,2,125.2304741,Iraq,Countries,Asia,
2019,10,3,138.1722412109375,Iraq,Countries,Asia,
2000,17,3,163.1838989257813,Iraq,Countries,Asia,
2000,7,3,119.66162109375,Iraq,Countries,Asia,
1990,18,1,169.5208545,Iraq,Countries,Asia,
2010,16,1,168.4059606,Iraq,Countries,Asia,
1985,18,3,162.8096771240234,Iraq,Countries,Asia,
1985,9,1,129.4648602,Iraq,Countries,Asia,
1990,13,1,152.7874943,Iraq,Countries,Asia,
2019,5,2,109.6971486,Iraq,Countries,Asia,
2019,19,3,166.4247741699219,Iraq,Countries,Asia,
2010,11,2,142.5642379,Iraq,Countries,Asia,
1990,7,3,119.1483306884766,Iraq,Countries,Asia,
2019,6,1,118.077742,Iraq,Countries,Asia,
2019,10,1,138.7498723,Iraq,Countries,Asia,
