year,age,sex,value,loc,heading1,heading2,lid
2019,12,3,151.8321838378906,Hong Kong,Countries,Asia,
2019,9,1,134.8005448,Hong Kong,Countries,Asia,
2019,7,1,124.0921332,Hong Kong,Countries,Asia,
2010,14,1,162.366956,Hong Kong,Countries,Asia,
2000,19,2,158.4748376,Hong Kong,Countries,Asia,
1990,17,2,157.232555,Hong Kong,Countries,Asia,
2010,5,2,109.4811221,Hong Kong,Countries,Asia,
2019,14,2,158.3513092,Hong Kong,Countries,Asia,
2000,7,2,118.8032203,Hong Kong,Countries,Asia,
2000,18,3,164.7560882568359,Hong Kong,Countries,Asia,
1985,15,3,159.6973114013672,Hong Kong,Countries,Asia,
2019,5,3,112.4383850097656,Hong Kong,Countries,Asia,
1990,13,2,151.6262361,Hong Kong,Countries,Asia,
1990,8,3,123.481086730957,Hong Kong,Countries,Asia,
2010,8,1,127.5129967,Hong Kong,Countries,Asia,
1985,13,1,152.2065869,Hong Kong,Countries,Asia,
2010,13,3,154.6081237792969,Hong Kong,Countries,Asia,
1990,8,2,123.4579036,Hong Kong,Countries,Asia,
2019,8,1,129.5186439,Hong Kong,Countries,Asia,
2000,14,1,160.8231589,Hong Kong,Countries,Asia,
2019,16,3,166.5263214111328,Hong Kong,Countries,Asia,
2000,7,1,119.4347229,Hong Kong,Countries,Asia,
2000,17,1,170.462723,Hong Kong,Countries,Asia,
2019,7,2,123.8572666,Hong Kong,Countries,Asia,
1985,13,3,151.7255096435547,Hong Kong,Countries,Asia,
2000,10,1,135.5730061,Hong Kong,Countries,Asia,
2000,11,3,141.7590942382813,Hong Kong,Countries,Asia,
1985,10,1,133.4712331,Hong Kong,Countries,Asia,
1985,7,1,117.3503149,Hong Kong,Countries,Asia,
1990,12,1,145.8054718,Hong Kong,Countries,Asia,
2010,12,3,149.0991363525391,Hong Kong,Countries,Asia,
2000,16,3,163.1896209716797,Hong Kong,Countries,Asia,
2019,6,2,118.4057741,Hong Kong,Countries,Asia,
2019,11,1,145.4710591,Hong Kong,Countries,Asia,
2010,14,3,159.2059936523438,Hong Kong,Countries,Asia,
2000,9,1,130.2626972,Hong Kong,Countries,Asia,
1985,9,1,128.1656231,Hong Kong,Countries,Asia,
1985,15,2,155.5122227,Hong Kong,Countries,Asia,
1985,8,2,123.1428666,Hong Kong,Countries,Asia,
2000,12,2,148.2762423,Hong Kong,Countries,Asia,
1985,9,2,128.8212275,Hong Kong,Countries,Asia,
2000,14,2,154.9599895,Hong Kong,Countries,Asia,
2010,19,1,172.8850593,Hong Kong,Countries,Asia,
1985,16,2,156.4233628,Hong Kong,Countries,Asia,
2000,8,2,124.3520831,Hong Kong,Countries,Asia,
1985,5,1,105.5015892,Hong Kong,Countries,Asia,
2010,12,2,149.3396544,Hong Kong,Countries,Asia,
1990,10,3,134.6753387451172,Hong Kong,Countries,Asia,
2010,6,3,116.0029449462891,Hong Kong,Countries,Asia,
1985,14,2,153.8679392,Hong Kong,Countries,Asia,
1985,12,1,145.1128374,Hong Kong,Countries,Asia,
1985,12,2,147.0817839,Hong Kong,Countries,Asia,
2010,19,2,159.3416246,Hong Kong,Countries,Asia,
2010,6,2,115.3594174,Hong Kong,Countries,Asia,
1985,13,2,151.2078981,Hong Kong,Countries,Asia,
2019,6,3,118.4081420898438,Hong Kong,Countries,Asia,
1985,15,1,163.6531466,Hong Kong,Countries,Asia,
2010,15,2,157.5820072,Hong Kong,Countries,Asia,
1990,16,2,156.8384722,Hong Kong,Countries,Asia,
2019,11,2,146.5516431,Hong Kong,Countries,Asia,
2019,13,1,158.6403941,Hong Kong,Countries,Asia,
1985,19,1,169.6961336,Hong Kong,Countries,Asia,
1985,18,3,163.3644561767578,Hong Kong,Countries,Asia,
1990,11,2,141.6842489,Hong Kong,Countries,Asia,
1985,8,1,122.8304903,Hong Kong,Countries,Asia,
1985,14,1,158.8492806,Hong Kong,Countries,Asia,
2019,8,3,129.3411102294922,Hong Kong,Countries,Asia,
2010,5,1,110.6179995,Hong Kong,Countries,Asia,
2019,18,1,174.851323,Hong Kong,Countries,Asia,
2019,17,2,160.5499864,Hong Kong,Countries,Asia,
2019,17,1,174.3575947,Hong Kong,Countries,Asia,
2010,11,2,143.6943414,Hong Kong,Countries,Asia,
2010,18,3,165.9185791015625,Hong Kong,Countries,Asia,
2000,9,2,130.0210575,Hong Kong,Countries,Asia,
1990,9,2,129.1542705,Hong Kong,Countries,Asia,
2010,18,2,159.0629009,Hong Kong,Countries,Asia,
2019,10,2,140.3745986,Hong Kong,Countries,Asia,
2019,15,1,169.8791114,Hong Kong,Countries,Asia,
2010,7,2,120.8163612,Hong Kong,Countries,Asia,
2019,17,3,167.470703125,Hong Kong,Countries,Asia,
2000,13,2,152.3748633,Hong Kong,Countries,Asia,
1990,14,3,157.0198669433594,Hong Kong,Countries,Asia,
2010,16,3,164.3735809326172,Hong Kong,Countries,Asia,
2000,5,2,106.9884744,Hong Kong,Countries,Asia,
1990,6,2,112.1477647,Hong Kong,Countries,Asia,
1985,6,3,111.7329483032227,Hong Kong,Countries,Asia,
1990,18,2,157.4353465,Hong Kong,Countries,Asia,
1985,10,3,134.1488494873047,Hong Kong,Countries,Asia,
2019,19,1,174.8348959,Hong Kong,Countries,Asia,
2010,11,3,143.2807769775391,Hong Kong,Countries,Asia,
2019,15,3,164.7625885009766,Hong Kong,Countries,Asia,
1990,19,2,157.7105365,Hong Kong,Countries,Asia,
1990,18,3,163.8157958984375,Hong Kong,Countries,Asia,
2019,10,3,140.2098999023438,Hong Kong,Countries,Asia,
2010,10,1,137.6546692,Hong Kong,Countries,Asia,
2019,15,2,159.7350781,Hong Kong,Countries,Asia,
1990,7,2,117.8804878,Hong Kong,Countries,Asia,
1990,14,1,159.5439628,Hong Kong,Countries,Asia,
2010,9,3,132.1089324951172,Hong Kong,Countries,Asia,
1990,19,3,164.0497741699219,Hong Kong,Countries,Asia,
2019,9,3,134.6901550292969,Hong Kong,Countries,Asia,
1990,10,2,135.2302357,Hong Kong,Countries,Asia,
2000,15,3,161.1739807128906,Hong Kong,Countries,Asia,
2019,18,2,160.5365742,Hong Kong,Countries,Asia,
1990,7,1,118.0032372,Hong Kong,Countries,Asia,
2000,6,1,113.7007106,Hong Kong,Countries,Asia,
2000,17,3,164.2882690429688,Hong Kong,Countries,Asia,
1990,15,1,164.3198011,Hong Kong,Countries,Asia,
2010,15,1,167.1049924,Hong Kong,Countries,Asia,
2019,14,3,161.7844390869141,Hong Kong,Countries,Asia,
1985,11,3,140.0848999023438,Hong Kong,Countries,Asia,
2010,13,1,155.8174927,Hong Kong,Countries,Asia,
2010,15,3,162.4055328369141,Hong Kong,Countries,Asia,
1990,7,3,117.943473815918,Hong Kong,Countries,Asia,
2000,8,1,124.9185398,Hong Kong,Countries,Asia,
1985,6,2,111.8584888,Hong Kong,Countries,Asia,
2019,5,1,112.3556052,Hong Kong,Countries,Asia,
2010,9,2,131.579835,Hong Kong,Countries,Asia,
1985,6,1,111.6134142,Hong Kong,Countries,Asia,
1990,13,1,152.906071,Hong Kong,Countries,Asia,
2000,13,1,154.2714075,Hong Kong,Countries,Asia,
1985,10,2,134.8754789,Hong Kong,Countries,Asia,
1990,13,3,152.2885131835938,Hong Kong,Countries,Asia,
2019,19,2,160.6180502,Hong Kong,Countries,Asia,
2000,13,1,144.4355768,India,Countries,Asia,
1990,17,1,161.5489452,India,Countries,Asia,
2010,18,3,159.0833435058594,India,Countries,Asia,
2000,14,3,148.46923828125,India,Countries,Asia,
2010,7,1,116.598653,India,Countries,Asia,
1990,5,1,101.4356998,India,Countries,Asia,
2000,19,2,152.339918,India,Countries,Asia,
1990,6,1,107.5644837,India,Countries,Asia,
1990,13,1,144.1059951,India,Countries,Asia,
1990,9,3,122.3138961791992,India,Countries,Asia,
2000,12,3,138.6501617431641,India,Countries,Asia,
1985,19,2,151.4508351,India,Countries,Asia,
1990,7,1,113.0875752,India,Countries,Asia,
1985,8,2,116.6647295,India,Countries,Asia,
2019,18,1,165.9856801,India,Countries,Asia,
1990,17,3,156.62646484375,India,Countries,Asia,
1985,16,1,157.6396595,India,Countries,Asia,
1985,15,2,147.9487507,India,Countries,Asia,
2000,13,3,143.8661499023438,India,Countries,Asia,
1990,8,2,116.5045671,India,Countries,Asia,
1985,15,1,154.4422298,India,Countries,Asia,
2000,13,2,143.2468873,India,Countries,Asia,
1985,6,2,106.1327014,India,Countries,Asia,
1990,14,1,150.4991629,India,Countries,Asia,
1985,11,2,133.3600942,India,Countries,Asia,
1985,12,3,138.2337646484375,India,Countries,Asia,
2010,10,1,129.8158002,India,Countries,Asia,
1990,12,2,138.9784042,India,Countries,Asia,
1990,15,2,148.5303005,India,Countries,Asia,
2010,15,2,150.2874226,India,Countries,Asia,
2010,8,2,119.8908828,India,Countries,Asia,
2019,19,3,161.1185302734375,India,Countries,Asia,
2010,9,2,124.7699159,India,Countries,Asia,
2010,7,3,115.8871688842773,India,Countries,Asia,
2019,15,3,155.8577270507813,India,Countries,Asia,
1985,7,3,112.3483505249023,India,Countries,Asia,
2010,19,1,165.2583944,India,Countries,Asia,
2019,18,2,155.1705973,India,Countries,Asia,
2019,7,2,117.9573555,India,Countries,Asia,
2000,16,3,154.6530914306641,India,Countries,Asia,
1985,6,1,107.4494817,India,Countries,Asia,
2010,14,3,149.9042510986328,India,Countries,Asia,
1990,10,3,127.3805618286133,India,Countries,Asia,
2010,5,3,104.9152450561523,India,Countries,Asia,
2010,15,1,156.3265217,India,Countries,Asia,
2019,15,1,159.007587,India,Countries,Asia,
1990,11,3,132.7223815917969,India,Countries,Asia,
2019,16,2,153.824056,India,Countries,Asia,
2000,15,1,155.3227131,India,Countries,Asia,
1985,5,1,101.2179083,India,Countries,Asia,
2000,17,2,151.3387983,India,Countries,Asia,
2019,17,2,154.7357344,India,Countries,Asia,
1985,14,3,147.9085998535156,India,Countries,Asia,
1990,5,3,100.7843017578125,India,Countries,Asia,
2019,16,1,162.2503066,India,Countries,Asia,
2010,17,3,157.925537109375,India,Countries,Asia,
2010,13,1,145.3204189,India,Countries,Asia,
2000,8,2,117.7079954,India,Countries,Asia,
2000,19,1,164.1522153,India,Countries,Asia,
2000,11,1,132.9315361,India,Countries,Asia,
2000,6,1,108.6710138,India,Countries,Asia,
2000,18,3,157.8933715820313,India,Countries,Asia,
2019,16,3,158.2391662597656,India,Countries,Asia,
2000,19,3,158.5059204101563,India,Countries,Asia,
2010,5,1,105.4100508,India,Countries,Asia,
2010,8,1,121.3213165,India,Countries,Asia,
2019,5,3,107.1307373046875,India,Countries,Asia,
2019,7,3,118.2810287475586,India,Countries,Asia,
1990,9,1,122.8911283,India,Countries,Asia,
1990,10,2,127.2803163,India,Countries,Asia,
2019,18,3,160.8450469970703,India,Countries,Asia,
1990,15,3,152.1062164306641,India,Countries,Asia,
1990,15,1,155.4238518,India,Countries,Asia,
1990,6,3,106.8350677490234,India,Countries,Asia,
2000,7,3,113.5996170043945,India,Countries,Asia,
1990,6,2,106.0426515,India,Countries,Asia,
1985,5,2,100.0941851,India,Countries,Asia,
1985,12,1,137.6743016,India,Countries,Asia,
1990,9,2,121.6855319,India,Countries,Asia,
1985,7,1,113.0918073,India,Countries,Asia,
1985,19,3,156.8846588134766,India,Countries,Asia,
1990,14,3,148.4437255859375,India,Countries,Asia,
1990,12,3,138.2413635253906,India,Countries,Asia,
1985,17,2,150.6745892,India,Countries,Asia,
1990,13,3,143.6650695800781,India,Countries,Asia,
1985,13,2,142.882308,India,Countries,Asia,
1985,11,1,132.4246708,India,Countries,Asia,
1985,18,1,161.3628097,India,Countries,Asia,
2010,13,2,145.3019898,India,Countries,Asia,
2000,7,2,112.8718313,India,Countries,Asia,
2000,6,3,108.225212097168,India,Countries,Asia,
2010,16,1,159.9083322,India,Countries,Asia,
1990,16,2,150.2200924,India,Countries,Asia,
1985,6,3,106.8169708251953,India,Countries,Asia,
2000,8,1,119.3268498,India,Countries,Asia,
2019,19,1,166.4952701,India,Countries,Asia,
2010,17,2,152.8057086,India,Countries,Asia,
2010,10,3,129.9454956054688,India,Countries,Asia,
1985,9,2,121.832053,India,Countries,Asia,
2010,18,1,164.4156191,India,Countries,Asia,
2000,9,2,122.6136151,India,Countries,Asia,
2010,8,3,120.6405563354492,India,Countries,Asia,
2010,19,3,159.5174560546875,India,Countries,Asia,
2000,5,2,101.9457583,India,Countries,Asia,
1990,19,2,152.0233873,India,Countries,Asia,
2010,12,3,140.1461181640625,India,Countries,Asia,
2010,11,3,134.9432983398438,India,Countries,Asia,
1985,10,2,127.3747674,India,Countries,Asia,
1985,10,3,127.590950012207,India,Countries,Asia,
1990,7,3,112.281494140625,India,Countries,Asia,
1990,8,1,118.1453315,India,Countries,Asia,
2010,6,2,110.0498972,India,Countries,Asia,
2019,8,1,123.5277123,India,Countries,Asia,
2019,12,3,142.9682159423828,India,Countries,Asia,
1990,11,1,132.1320812,India,Countries,Asia,
2010,5,2,104.3702842,India,Countries,Asia,
1985,14,2,145.7607975,India,Countries,Asia,
2000,17,3,156.6031951904297,India,Countries,Asia,
2000,10,2,127.9473534,India,Countries,Asia,
1990,17,2,151.3340487,India,Countries,Asia,
1990,11,2,133.3624614,India,Countries,Asia,
1985,16,2,149.5746935,India,Countries,Asia,
2019,11,2,138.5804571,India,Countries,Asia,
2010,6,3,110.7270584106445,India,Countries,Asia,
1990,5,2,100.0778132,India,Countries,Asia,
2010,15,3,153.4509887695313,India,Countries,Asia,
2000,10,1,128.4458473,India,Countries,Asia,
2010,18,2,153.2670545,India,Countries,Asia,
2019,9,2,127.5942064,India,Countries,Asia,
2000,9,1,123.9973074,India,Countries,Asia,
2019,19,2,155.1781714,India,Countries,Asia,
2019,8,2,122.7415713,India,Countries,Asia,
2000,5,1,102.4395084,India,Countries,Asia,
1985,16,3,153.7481994628906,India,Countries,Asia,
1985,5,3,100.678352355957,India,Countries,Asia,
2010,14,1,151.4954554,India,Countries,Asia,
2010,12,2,141.3030994,India,Countries,Asia,
2019,11,3,137.7684936523438,India,Countries,Asia,
2019,14,2,150.3832374,India,Countries,Asia,
1985,7,2,111.5443436,India,Countries,Asia,
2010,17,1,162.6099881,India,Countries,Asia,
2019,12,2,143.8308082,India,Countries,Asia,
1990,19,1,163.8200829,India,Countries,Asia,
2000,15,2,148.4194775,India,Countries,Asia,
2019,6,1,113.1410019,India,Countries,Asia,
1990,16,3,154.7602691650391,India,Countries,Asia,
2010,7,2,115.1041054,India,Countries,Asia,
2019,10,1,132.5689091,India,Countries,Asia,
1990,18,1,163.1693622,India,Countries,Asia,
2000,6,2,107.7371507,India,Countries,Asia,
2000,16,2,150.1324097,India,Countries,Asia,
1990,7,2,111.404921,India,Countries,Asia,
2019,10,2,132.8497119,India,Countries,Asia,
2000,11,3,133.3473358154297,India,Countries,Asia,
2019,5,2,107.1936339,India,Countries,Asia,
2000,5,3,102.204216003418,India,Countries,Asia,
2019,15,2,152.3876156,India,Countries,Asia,
2010,6,1,111.3417786,India,Countries,Asia,
2019,6,3,113.0223693847656,India,Countries,Asia,
1985,14,1,149.9120154,India,Countries,Asia,
1990,10,1,127.4728194,India,Countries,Asia,
2000,16,1,158.801802,India,Countries,Asia,
2019,9,3,127.883415222168,India,Countries,Asia,
2019,14,1,154.4363642,India,Countries,Asia,
1985,15,3,151.3083953857422,India,Countries,Asia,
1990,18,2,151.9180675,India,Countries,Asia,
1990,18,3,157.7468109130859,India,Countries,Asia,
1990,8,3,117.359733581543,India,Countries,Asia,
1990,19,3,158.1344604492188,India,Countries,Asia,
2000,10,3,128.2067108154297,India,Countries,Asia,
2019,14,3,152.5077056884766,India,Countries,Asia,
2010,11,1,134.058346,India,Countries,Asia,
1985,13,3,143.4102630615234,India,Countries,Asia,
2010,12,1,139.0987117,India,Countries,Asia,
2000,15,3,152.0176849365234,India,Countries,Asia,
1990,13,2,143.1880292,India,Countries,Asia,
2019,9,1,128.1463808,India,Countries,Asia,
1990,14,2,146.2238492,India,Countries,Asia,
1985,17,3,155.4595184326172,India,Countries,Asia,
2010,13,3,145.3116607666016,India,Countries,Asia,
2000,7,1,114.2663054,India,Countries,Asia,
2000,14,1,150.5871992,India,Countries,Asia,
1990,12,1,137.5608463,India,Countries,Asia,
2019,12,1,142.1837018,India,Countries,Asia,
1985,18,2,151.2894764,India,Countries,Asia,
1985,8,3,117.5058364868164,India,Countries,Asia,
2010,11,2,135.9209303,India,Countries,Asia,
2019,17,1,164.5644458,India,Countries,Asia,
2000,18,2,152.0636263,India,Countries,Asia,
1985,8,1,118.2841056,India,Countries,Asia,
2010,19,2,153.2680012,India,Countries,Asia,
2010,16,3,156.0530242919922,India,Countries,Asia,
1985,9,3,122.514045715332,India,Countries,Asia,
1985,11,3,132.8755645751953,India,Countries,Asia,
2000,18,1,163.2341008,India,Countries,Asia,
2019,17,3,159.8870849609375,India,Countries,Asia,
2010,9,3,125.2383651733398,India,Countries,Asia,
2010,16,2,151.8269089,India,Countries,Asia,
2019,5,1,107.0732388,India,Countries,Asia,
1985,19,1,161.9290867,India,Countries,Asia,
2019,13,2,147.6832203,India,Countries,Asia,
2000,12,2,139.2065705,India,Countries,Asia,
2010,9,1,125.6627817,India,Countries,Asia,
1985,9,1,123.1461434,India,Countries,Asia,
1985,17,1,159.9170517,India,Countries,Asia,
2019,11,1,137.0298558,India,Countries,Asia,
2019,8,3,123.1532363891602,India,Countries,Asia,
2019,6,2,112.8924717,India,Countries,Asia,
2019,10,3,132.7026672363281,India,Countries,Asia,
2019,13,3,148.0586242675781,India,Countries,Asia,
1985,18,3,156.5083923339844,India,Countries,Asia,
1985,13,1,143.9024824,India,Countries,Asia,
2000,8,3,118.5520248413086,India,Countries,Asia,
2000,12,1,138.1383825,India,Countries,Asia,
2000,11,2,133.7985635,India,Countries,Asia,
2000,9,3,123.3342361450195,India,Countries,Asia,
2019,7,1,118.5760379,India,Countries,Asia,
2019,13,1,148.3997796,India,Countries,Asia,
1985,12,2,138.834232,India,Countries,Asia,
2010,10,2,130.0887596,India,Countries,Asia,
2000,17,1,161.4312579,India,Countries,Asia,
2010,14,2,148.1497105,India,Countries,Asia,
1985,10,1,127.7917496,India,Countries,Asia,
2000,14,2,146.165712,India,Countries,Asia,
1990,16,1,158.9793897,India,Countries,Asia,
2000,13,1,145.6236083,Indonesia,Countries,Asia,
2010,12,3,141.7428283691406,Indonesia,Countries,Asia,
2019,17,2,154.2714938,Indonesia,Countries,Asia,
1985,17,1,160.4520516,Indonesia,Countries,Asia,
2000,15,3,153.1266479492188,Indonesia,Countries,Asia,
2019,9,1,127.5706289,Indonesia,Countries,Asia,
2019,9,3,127.7228851318359,Indonesia,Countries,Asia,
2010,10,2,131.5031141,Indonesia,Countries,Asia,
1985,14,2,146.4492999,Indonesia,Countries,Asia,
1985,13,1,144.0953948,Indonesia,Countries,Asia,
1985,17,2,149.8349161,Indonesia,Countries,Asia,
2019,8,3,122.8168640136719,Indonesia,Countries,Asia,
2000,12,3,140.0696258544922,Indonesia,Countries,Asia,
1990,5,3,102.6422500610352,Indonesia,Countries,Asia,
2019,12,2,144.9908731,Indonesia,Countries,Asia,
2010,17,1,162.6756541,Indonesia,Countries,Asia,
1985,12,3,138.515625,Indonesia,Countries,Asia,
1990,11,1,131.9298108,Indonesia,Countries,Asia,
2000,17,2,150.9484345,Indonesia,Countries,Asia,
2000,7,3,114.2286224365234,Indonesia,Countries,Asia,
2019,15,1,160.5216521,Indonesia,Countries,Asia,
2010,7,3,116.6469192504883,Indonesia,Countries,Asia,
1985,5,2,101.5762646,Indonesia,Countries,Asia,
1985,19,3,156.3601226806641,Indonesia,Countries,Asia,
1990,14,2,146.805473,Indonesia,Countries,Asia,
2019,18,1,166.0218294,Indonesia,Countries,Asia,
2000,19,1,162.8807225,Indonesia,Countries,Asia,
2010,9,2,125.9913958,Indonesia,Countries,Asia,
1990,13,3,144.2352905273438,Indonesia,Countries,Asia,
1990,16,3,154.0797576904297,Indonesia,Countries,Asia,
1985,16,3,153.8786926269531,Indonesia,Countries,Asia,
2000,12,1,138.9170128,Indonesia,Countries,Asia,
2010,5,3,106.5759048461914,Indonesia,Countries,Asia,
1985,6,2,106.9972396,Indonesia,Countries,Asia,
2000,6,3,109.2985000610352,Indonesia,Countries,Asia,
2010,7,1,117.150536,Indonesia,Countries,Asia,
2019,5,2,107.5472636,Indonesia,Countries,Asia,
1985,5,3,101.9591217041016,Indonesia,Countries,Asia,
1985,15,3,151.7660064697266,Indonesia,Countries,Asia,
2019,13,3,149.2919616699219,Indonesia,Countries,Asia,
1985,11,2,134.1410876,Indonesia,Countries,Asia,
2019,14,1,155.9711392,Indonesia,Countries,Asia,
1990,15,1,155.3967041,Indonesia,Countries,Asia,
1985,8,1,117.1966295,Indonesia,Countries,Asia,
1990,10,2,128.3464838,Indonesia,Countries,Asia,
2010,8,2,120.9526413,Indonesia,Countries,Asia,
1990,6,3,107.9138565063477,Indonesia,Countries,Asia,
2019,11,1,137.2496582,Indonesia,Countries,Asia,
1985,19,1,162.3122622,Indonesia,Countries,Asia,
2000,6,2,109.0734909,Indonesia,Countries,Asia,
1990,19,3,156.4066772460938,Indonesia,Countries,Asia,
1985,15,2,148.197256,Indonesia,Countries,Asia,
1990,16,2,149.5723939,Indonesia,Countries,Asia,
1990,18,2,150.3687579,Indonesia,Countries,Asia,
1990,5,2,102.177962,Indonesia,Countries,Asia,
1990,8,3,117.6676788330078,Indonesia,Countries,Asia,
2019,18,2,154.3467579,Indonesia,Countries,Asia,
2019,13,1,149.6578191,Indonesia,Countries,Asia,
2019,12,1,142.9585146,Indonesia,Countries,Asia,
2000,9,1,123.6822925,Indonesia,Countries,Asia,
1985,10,2,127.986734,Indonesia,Countries,Asia,
2000,14,3,149.9604949951172,Indonesia,Countries,Asia,
2010,11,1,135.1892088,Indonesia,Countries,Asia,
2000,11,3,134.4656982421875,Indonesia,Countries,Asia,
2010,13,2,146.8405774,Indonesia,Countries,Asia,
2019,14,3,153.764404296875,Indonesia,Countries,Asia,
1985,16,1,158.4190578,Indonesia,Countries,Asia,
2010,9,1,126.1490472,Indonesia,Countries,Asia,
2010,16,2,152.0037233,Indonesia,Countries,Asia,
2000,10,1,128.3348444,Indonesia,Countries,Asia,
1990,18,1,161.5847629,Indonesia,Countries,Asia,
2019,15,2,153.0193746,Indonesia,Countries,Asia,
2010,14,2,149.4073446,Indonesia,Countries,Asia,
2000,8,2,118.979378,Indonesia,Countries,Asia,
1985,8,3,117.1427459716797,Indonesia,Countries,Asia,
1985,12,1,137.32427,Indonesia,Countries,Asia,
1990,17,3,155.3369598388672,Indonesia,Countries,Asia,
2010,11,3,136.3053588867188,Indonesia,Countries,Asia,
1985,12,2,139.7350634,Indonesia,Countries,Asia,
1990,7,1,113.1525788,Indonesia,Countries,Asia,
2000,19,3,157.1924438476563,Indonesia,Countries,Asia,
2010,16,3,156.5295715332031,Indonesia,Countries,Asia,
2010,13,1,147.11126,Indonesia,Countries,Asia,
2010,17,2,152.4619919,Indonesia,Countries,Asia,
2019,14,2,151.4384352,Indonesia,Countries,Asia,
2010,14,1,153.3202457,Indonesia,Countries,Asia,
1985,6,1,107.5289058,Indonesia,Countries,Asia,
2000,12,2,141.2831253,Indonesia,Countries,Asia,
2000,18,1,162.4472117,Indonesia,Countries,Asia,
1985,9,2,122.3030515,Indonesia,Countries,Asia,
2010,15,3,154.5421295166016,Indonesia,Countries,Asia,
2019,19,2,154.3551613,Indonesia,Countries,Asia,
2019,19,1,166.2576675,Indonesia,Countries,Asia,
2019,18,3,160.3356781005859,Indonesia,Countries,Asia,
1990,17,1,160.4495511,Indonesia,Countries,Asia,
2000,17,3,156.3087005615234,Indonesia,Countries,Asia,
1985,7,3,112.2654647827148,Indonesia,Countries,Asia,
1985,18,3,155.9317321777344,Indonesia,Countries,Asia,
1990,14,3,148.7897338867188,Indonesia,Countries,Asia,
2000,13,3,145.4394073486328,Indonesia,Countries,Asia,
1990,9,1,122.4112938,Indonesia,Countries,Asia,
2000,11,2,135.7677625,Indonesia,Countries,Asia,
1990,15,3,152.0084838867188,Indonesia,Countries,Asia,
1990,9,2,122.6835176,Indonesia,Countries,Asia,
2000,14,2,147.8403014,Indonesia,Countries,Asia,
2000,16,1,159.5873851,Indonesia,Countries,Asia,
2019,15,3,156.8697052001953,Indonesia,Countries,Asia,
2010,18,2,152.6213933,Indonesia,Countries,Asia,
1990,13,1,144.3322267,Indonesia,Countries,Asia,
2019,11,2,139.5107101,Indonesia,Countries,Asia,
2019,9,2,127.8831623,Indonesia,Countries,Asia,
1985,10,3,127.2883834838867,Indonesia,Countries,Asia,
2010,19,2,152.7093863,Indonesia,Countries,Asia,
2010,12,1,140.6203026,Indonesia,Countries,Asia,
2000,9,3,123.8861312866211,Indonesia,Countries,Asia,
1990,19,2,150.5550817,Indonesia,Countries,Asia,
2000,5,2,103.731157,Indonesia,Countries,Asia,
2019,8,2,122.7666375,Indonesia,Countries,Asia,
2019,8,1,122.86456,Indonesia,Countries,Asia,
2019,7,2,117.8565494,Indonesia,Countries,Asia,
2000,6,1,109.5118883,Indonesia,Countries,Asia,
1985,14,3,148.5123596191406,Indonesia,Countries,Asia,
1985,10,1,126.6084244,Indonesia,Countries,Asia,
2019,7,1,118.0782387,Indonesia,Countries,Asia,
2019,6,3,112.9932479858398,Indonesia,Countries,Asia,
1985,15,1,155.2680443,Indonesia,Countries,Asia,
2019,10,3,132.8670959472656,Indonesia,Countries,Asia,
2010,14,3,151.4142608642578,Indonesia,Countries,Asia,
1990,12,2,140.0930329,Indonesia,Countries,Asia,
2010,5,1,107.1963145,Indonesia,Countries,Asia,
1985,9,1,121.879847,Indonesia,Countries,Asia,
1990,7,2,112.549699,Indonesia,Countries,Asia,
2000,9,2,124.101183,Indonesia,Countries,Asia,
1985,9,3,122.0884017944336,Indonesia,Countries,Asia,
1990,12,3,138.8327941894531,Indonesia,Countries,Asia,
2000,10,2,129.6957953,Indonesia,Countries,Asia,
1990,16,1,158.4855777,Indonesia,Countries,Asia,
2000,14,1,151.9801996,Indonesia,Countries,Asia,
2010,13,3,146.9793853759766,Indonesia,Countries,Asia,
1985,7,1,112.4478727,Indonesia,Countries,Asia,
2000,13,2,145.2457939,Indonesia,Countries,Asia,
1985,6,3,107.2679290771484,Indonesia,Countries,Asia,
1985,16,2,149.2594893,Indonesia,Countries,Asia,
2010,18,3,158.3063049316406,Indonesia,Countries,Asia,
2000,7,2,114.0632563,Indonesia,Countries,Asia,
2000,5,1,104.3531418,Indonesia,Countries,Asia,
1990,8,1,117.8222465,Indonesia,Countries,Asia,
2010,17,3,157.7047119140625,Indonesia,Countries,Asia,
2010,19,3,158.5799713134766,Indonesia,Countries,Asia,
1990,10,1,127.0431887,Indonesia,Countries,Asia,
1990,6,2,107.5340518,Indonesia,Countries,Asia,
2019,16,3,158.7936706542969,Indonesia,Countries,Asia,
1985,8,2,117.0871375,Indonesia,Countries,Asia,
1985,11,3,132.8420715332031,Indonesia,Countries,Asia,
2000,18,3,156.9107208251953,Indonesia,Countries,Asia,
2010,6,1,112.342644,Indonesia,Countries,Asia,
2010,10,3,131.0244750976563,Indonesia,Countries,Asia,
2000,8,1,119.0716441,Indonesia,Countries,Asia,
1990,6,1,108.2759522,Indonesia,Countries,Asia,
1985,13,2,143.7749988,Indonesia,Countries,Asia,
2010,16,1,160.8233211,Indonesia,Countries,Asia,
2019,16,2,153.8967981,Indonesia,Countries,Asia,
2000,8,3,119.0267562866211,Indonesia,Countries,Asia,
2010,7,2,116.1158561,Indonesia,Countries,Asia,
1990,11,2,134.4961657,Indonesia,Countries,Asia,
2019,6,2,112.8765191,Indonesia,Countries,Asia,
2019,17,1,165.1782037,Indonesia,Countries,Asia,
